CLUES,UNIDAD,REGION,MUNICIPIO,NIVEL
HGIMB001621,PUEBLO NUEVO,IXMIQUILPAN,IXMIQUILPAN,1
HGIMB001633,REMEDIOS,IXMIQUILPAN,IXMIQUILPAN,1
HGIMB001645,SAN JUANICO,IXMIQUILPAN,IXMIQUILPAN,1
HGIMB001650,TAXADHO,IXMIQUILPAN,IXMIQUILPAN,1
HGIMB001662,EL TEPHE,IXMIQUILPAN,IXMIQUILPAN,1
HGIMB001674,COLONIA GENERAL FELIPE ÁNGELES,IXMIQUILPAN,IXMIQUILPAN,1
HGIMB004445,EL NITH,IXMIQUILPAN,IXMIQUILPAN,1
HGIMB004503,EL TABLON,IXMIQUILPAN,IXMIQUILPAN,1
HGIMB004515,CERRITOS,IXMIQUILPAN,IXMIQUILPAN,1
HGIMB002473,PROGRESO,IXMIQUILPAN,PROGRESO DE OBREGÓN,1
HGIMB002485,XOCHITLAN,IXMIQUILPAN,PROGRESO DE OBREGÓN,1
HGIMB002712,SANTIAGO DE ANAYA,IXMIQUILPAN,SANTIAGO DE ANAYA,1
HGIMB002724,CERRITOS,IXMIQUILPAN,SANTIAGO DE ANAYA,1
HGIMB002736,EL ENCINO,IXMIQUILPAN,SANTIAGO DE ANAYA,1
HGIMB002741,GUERRERO,IXMIQUILPAN,SANTIAGO DE ANAYA,1
HGIMB002753,MEZQUITAL,IXMIQUILPAN,SANTIAGO DE ANAYA,1
HGIMB002765,PATRIA NUEVA,IXMIQUILPAN,SANTIAGO DE ANAYA,1
HGIMB002770,SANTA MONICA,IXMIQUILPAN,SANTIAGO DE ANAYA,1
HGIMB002782,YOLOTEPEC,IXMIQUILPAN,SANTIAGO DE ANAYA,1
HGIMB002840,TASQUILLO,IXMIQUILPAN,TASQUILLO,1
HGIMB002852,CANDELARIA,IXMIQUILPAN,TASQUILLO,1
HGIMB002864,DANGHU,IXMIQUILPAN,TASQUILLO,1
HGIMB004310,MUNTZI,IXMIQUILPAN,TASQUILLO,1
HGIMB002876,TECOZAUTLA,IXMIQUILPAN,TECOZAUTLA,1
HGIMB002881,LA MESILLA,IXMIQUILPAN,TECOZAUTLA,1
HGIMB002893,EL SALTO,IXMIQUILPAN,TECOZAUTLA,1
HGIMB002905,SAN ANTONIO,IXMIQUILPAN,TECOZAUTLA,1
HGIMB002910,SAN FRANCISCO,IXMIQUILPAN,TECOZAUTLA,1
HGIMB002922,SAN JOAQUÍN,IXMIQUILPAN,TECOZAUTLA,1
HGIMB002934,SAN MIGUEL CALTEPANTLA,IXMIQUILPAN,TECOZAUTLA,1
HGIMB002946,UXDEJHE,IXMIQUILPAN,TECOZAUTLA,1
HGIMB004655,CENTRO DE SALUD BOMANXOTHA,IXMIQUILPAN,TECOZAUTLA,1
HGIMB004894,LA ESQUINA,IXMIQUILPAN,TECOZAUTLA,1
HGIMB000501,CERRO COLORADO,METZTITLÁN,ATOTONILCO EL GRANDE,1
HGIMB000513,LOS SABINOS,METZTITLÁN,ATOTONILCO EL GRANDE,1
HGIMB004590,CENTRO DE SALUD SANTA MARÍA AMAJAC,METZTITLÁN,ATOTONILCO EL GRANDE,1
HGIMB004771,CENTRO DE SALUD LEOPOLDO SANTILLAN SOBERANES,METZTITLÁN,ATOTONILCO EL GRANDE,1
HGIMB005203,CARAVANA 1 ATOTONILCO ELGRANDE,METZTITLÁN,ATOTONILCO EL GRANDE,3
HGIMB005215,CARAVANA 2 ATOTONILCO ELGRANDE,METZTITLÁN,ATOTONILCO EL GRANDE,3
HGIMB001003,ELOXOCHITLAN,METZTITLÁN,ELOXOCHITLÁN,1
HGIMB001015,IZTACAPA,METZTITLÁN,ELOXOCHITLÁN,1
HGIMB001020,SAN JUAN AMAJAQUE,METZTITLÁN,ELOXOCHITLÁN,1
HGIMB001744,SANTA MARÍA,METZTITLÁN,JUÁREZ HIDALGO,1
HGIMB004836,SAN NICOLÁS COATZONTLA,METZTITLÁN,JUÁREZ HIDALGO,1
HGIMB001802,METZTITLAN,METZTITLÁN,METZTITLÁN,1
HGIMB001814,EL CARRIZAL,METZTITLÁN,METZTITLÁN,1
HGIMB001826,ITZTAZACUALA,METZTITLÁN,METZTITLÁN,1
HGIMB001831,LA MESA GRANDE,METZTITLÁN,METZTITLÁN,1
HGIMB001843,EL PEDREGAL DE ZARAGOZA,METZTITLÁN,METZTITLÁN,1
HGIMB001855,EL PIRU TEPOZOTLAN,METZTITLÁN,METZTITLÁN,1
HGIMB001860,SAN CRISTÓBAL,METZTITLÁN,METZTITLÁN,1
HGIMB001872,SANTA MONICA AUTEMPA,METZTITLÁN,METZTITLÁN,1
HGIMB001884,TLAXCO,METZTITLÁN,METZTITLÁN,1
HGIMB004952,HOSPITAL IMSS BIENESTAR METZTITLÁN,METZTITLÁN,METZTITLÁN,2
HGIMB005220,CARAVANA 1 METZTITLÁN,METZTITLÁN,METZTITLÁN,3
HGIMB005232,CARAVANA 2 METZTITLÁN,METZTITLÁN,METZTITLÁN,3
HGIMB004853,CENTRO DE SALUD RURAL DE SAN AGUSTÍN METZQUITITLAN,METZTITLÁN,SAN AGUSTÍN METZQUITITLÁN,1
HGIMB003342,TIANGUISTENGO,METZTITLÁN,TIANGUISTENGO,1
HGIMB003354,ATECOXCO,METZTITLÁN,TIANGUISTENGO,1
HGIMB003366,COAMELCO,METZTITLÁN,TIANGUISTENGO,1
HGIMB003371,TEXACAL,METZTITLÁN,TIANGUISTENGO,1
HGIMB003383,XOCHIMILCO,METZTITLÁN,TIANGUISTENGO,1
HGIMB005051,CARAVANA 5 TIANGUISTENGO,METZTITLÁN,TIANGUISTENGO,3
HGIMB003470,TLAHUILTEPA,METZTITLÁN,TLAHUILTEPA,1
HGIMB003482,AGUA DEL CUERVO,METZTITLÁN,TLAHUILTEPA,1
HGIMB003494,CERRO DEL AGUILA,METZTITLÁN,TLAHUILTEPA,1
HGIMB003506,SAN ANDRÉS MIRAFLORES,METZTITLÁN,TLAHUILTEPA,1
HGIMB003511,XILOCUATITLA EL PUERTO DE XILOCUATITLA,METZTITLÁN,TLAHUILTEPA,1
HGIMB004544,CENTRO DE SALUD CHICHICAXTLA,METZTITLÁN,TLAHUILTEPA,1
HGIMB003955,XOCHICOATLAN,METZTITLÁN,XOCHICOATLÁN,1
HGIMB003960,TLAXCOYA,METZTITLÁN,XOCHICOATLÁN,1
HGIMB004042,ZACUALTIPAN,METZTITLÁN,ZACUALTIPÁN DE ÁNGELES,1
HGIMB004054,COATLILA,METZTITLÁN,ZACUALTIPÁN DE ÁNGELES,1
HGIMB004066,JALAPA,METZTITLÁN,ZACUALTIPÁN DE ÁNGELES,1
HGIMB005046,CARAVANA 3 ZACUALTIPÁN,METZTITLÁN,ZACUALTIPÁN DE ÁNGELES,3
HGIMB001155,HUASCA,PACHUCA,HUASCA DE OCAMPO,1
HGIMB001896,MINERAL DEL CHICO,PACHUCA,MINERAL DEL CHICO,1
HGIMB001901,CAPULA,PACHUCA,MINERAL DEL CHICO,1
HGIMB001913,CARBONERAS,PACHUCA,MINERAL DEL CHICO,1
HGIMB001925,ESTANZUELA,PACHUCA,MINERAL DEL CHICO,1
HGIMB001930,SAN SEBASTIAN CAPULINES,PACHUCA,MINERAL DEL CHICO,1
HGIMB004976,BENITO JUÁREZ,PACHUCA,MINERAL DEL CHICO,1
HGIMB004631,CENTRO DE SALUD MINERAL DEL MONTE,PACHUCA,MINERAL DEL MONTE,1
HGIMB002176,OMITLAN,PACHUCA,OMITLÁN DE JUÁREZ,1
HGIMB002181,SAN ANTONIO EL PASO,PACHUCA,OMITLÁN DE JUÁREZ,1
HGIMB002292,CENTRO DE SALUD PIRACANTOS,PACHUCA,PACHUCA DE SOTO,1
HGIMB002304,HOSPITAL GENERAL PACHUCA,PACHUCA,PACHUCA DE SOTO,2
HGIMB002316,COLONIA AQUILES SERDÁN,PACHUCA,PACHUCA DE SOTO,1
HGIMB002321,COLONIA BUENOS AIRES,PACHUCA,PACHUCA DE SOTO,1
HGIMB002333,COLONIA CUAUHTÉMOC,PACHUCA,PACHUCA DE SOTO,1
HGIMB002345,COLONIA ROJO GÓMEZ,PACHUCA,PACHUCA DE SOTO,1
HGIMB002350,LA ALCANTARILLA,PACHUCA,PACHUCA DE SOTO,1
HGIMB002362,COLONIA EL ARBOLITO,PACHUCA,PACHUCA DE SOTO,1
HGIMB002374,COLONIA CUBITOS,PACHUCA,PACHUCA DE SOTO,1
HGIMB002386,COLONIA LA RAZA,PACHUCA,PACHUCA DE SOTO,1
HGIMB002391,ABRAHAM KANAN HUEBE,PACHUCA,PACHUCA DE SOTO,1
HGIMB002403,PACHUCA (DR. JESÚS DEL ROSAL),PACHUCA,PACHUCA DE SOTO,1
HGIMB002415,SAN MIGUEL EL CEREZO EL CEREZO,PACHUCA,PACHUCA DE SOTO,1
HGIMB002420,SANTIAGO TLAPACOYA,PACHUCA,PACHUCA DE SOTO,1
HGIMB004264,SANTA MARÍA MATILDE,PACHUCA,PACHUCA DE SOTO,1
HGIMB004474,GUADALUPE,PACHUCA,PACHUCA DE SOTO,1
HGIMB004573,HOSPITAL MATERNO INFANTIL,PACHUCA,PACHUCA DE SOTO,2
HGIMB004672,CENTRO DE SALUD RURAL HUIXMÍ,PACHUCA,PACHUCA DE SOTO,1
HGIMB004783,CENTRO DE SALUD LUZ DEL CARMEN,PACHUCA,PACHUCA DE SOTO,1
HGIMB005022,UNIDAD MÓVIL DENTAL PACHUCA,PACHUCA,PACHUCA DE SOTO,1
HGIMB005080,UNIDAD MÉDICA ASISTENCIAL PARA PACIENTES DE GRUPOS VULNERABLES,PACHUCA,PACHUCA DE SOTO,1
HGIMB005150,UNEME-DEDICAM,PACHUCA,PACHUCA DE SOTO,1
HGIMB005174,ALMACÉN CENTRAL,PACHUCA,PACHUCA DE SOTO,1
HGIMB005186,UNIDAD MÓVIL DE GERIATRIA,PACHUCA,PACHUCA DE SOTO,1
HGIMB005191,UNIDAD ESPECIALIZADA PARA LA PREVENCIÓN Y ATENCIÓN DE LA VIOLENCIA FAMILIAR,PACHUCA,PACHUCA DE SOTO,1
HGIMB005355,UNEME EC PACHUCA,PACHUCA,PACHUCA DE SOTO,1
HGIMB005360,CENTRO ESTATAL DE ATENCIÓN GERIÁTRICA INTEGRAL,PACHUCA,PACHUCA DE SOTO,4
HGIMB003395,TIZAYUCA,TIZAYUCA,TIZAYUCA,1
HGIMB003400,HUITZILA,TIZAYUCA,TIZAYUCA,1
HGIMB003412,EL CID,TIZAYUCA,TIZAYUCA,1
HGIMB003424,TEPOJACO,TIZAYUCA,TIZAYUCA,1
HGIMB003436,LAS PLAZAS,TIZAYUCA,TIZAYUCA,1
HGIMB005063,CENTRO REGIONAL DE DESARROLLO INFANTIL Y ESTIMULACIÓN TEMPRANA TIZAYUCA,TIZAYUCA,TIZAYUCA,4
HGIMB003704,TOLCAYUCA,TIZAYUCA,TOLCAYUCA,1
HGIMB004602,GENERAL FELIPE ANGELES LOS ANGELES,TIZAYUCA,TOLCAYUCA,1
HGIMB005034,VILLA OCARANZA,TIZAYUCA,TOLCAYUCA,2
HGIMB003272,TEZONTEPEC,TIZAYUCA,VILLA DE TEZONTEPEC,1
HGIMB003284,BENITO JUÁREZ,TIZAYUCA,VILLA DE TEZONTEPEC,1
HGIMB004071,ACAYUCA,TIZAYUCA,ZAPOTLÁN DE JUÁREZ,1
HGIMB004416,SAN PEDRO HUAQUILPAN,TIZAYUCA,ZAPOTLÁN DE JUÁREZ,1
HGIMB004906,ZAPOTLAN DE JUÁREZ,TIZAYUCA,ZAPOTLÁN DE JUÁREZ,1
HGIMB004083,ZEMPOALA,TIZAYUCA,ZEMPOALA,1
HGIMB004095,SAN GABRIEL AZTECA,TIZAYUCA,ZEMPOALA,1
HGIMB004100,SANTO TOMÁS,TIZAYUCA,ZEMPOALA,1
HGIMB004643,"CENTRO DE SALUD JAGÜEY DE TELLEZ ""ESTACIÓN TELLEZ""",TIZAYUCA,ZEMPOALA,1
HGIMB000414,ATITALAQUIA,TULA,ATITALAQUIA,1
HGIMB000426,TLAMACO,TULA,ATITALAQUIA,1
HGIMB004194,COL.DENDHO,TULA,ATITALAQUIA,1
HGIMB004206,TABLON,TULA,ATITALAQUIA,1
HGIMB004684,CARDONAL,TULA,ATITALAQUIA,1
HGIMB004696,TEZOQUIPA,TULA,ATITALAQUIA,1
HGIMB004882,CSR BARRIO DENDHO,TULA,ATITALAQUIA,1
HGIMB000525,ATOTONILCO DE TULA,TULA,ATOTONILCO DE TULA,1
HGIMB000530,PROGRESO EL DE ATOTONILCO DE TULA,TULA,ATOTONILCO DE TULA,1
HGIMB000542,EL REFUGIO,TULA,ATOTONILCO DE TULA,1
HGIMB000554,VITO,TULA,ATOTONILCO DE TULA,1
HGIMB000851,CHAPANTONGO,TULA,CHAPANTONGO,1
HGIMB000863,SAN BARTOLO OZOCALPAN,TULA,CHAPANTONGO,1
HGIMB000875,TLAUNILOLPAN,TULA,CHAPANTONGO,1
HGIMB004235,ZIMAPANTONGO,TULA,CHAPANTONGO,1
HGIMB002123,NOPALA,TULA,NOPALA DE VILLAGRÁN,1
HGIMB002135,BATHA,TULA,NOPALA DE VILLAGRÁN,1
HGIMB002140,JAGUEY,TULA,NOPALA DE VILLAGRÁN,1
HGIMB002152,S. SEBASTIAN TENOCH,TULA,NOPALA DE VILLAGRÁN,1
HGIMB002164,SAN SEBASTIAN JUÁREZ,TULA,NOPALA DE VILLAGRÁN,1
HGIMB003156,TLAXINACALPAN TEPEJI DE OCAMPO,TULA,TEPEJI DEL RÍO DE OCAMPO,1
HGIMB003161,MELCHOR OCAMPO EL SALTO,TULA,TEPEJI DEL RÍO DE OCAMPO,1
HGIMB003173,SAN IGNACIO NOPALA,TULA,TEPEJI DEL RÍO DE OCAMPO,1
HGIMB003185,SAN ILDEFONSO,TULA,TEPEJI DEL RÍO DE OCAMPO,1
HGIMB003190,SANTA MARÍA QUELITES,TULA,TEPEJI DEL RÍO DE OCAMPO,1
HGIMB003202,SANTIAGO TLAPANALOYA,TULA,TEPEJI DEL RÍO DE OCAMPO,1
HGIMB004981,SANTA MARÍA MAGDALENA,TULA,TEPEJI DEL RÍO DE OCAMPO,1
HGIMB003214,TEPETITLAN,TULA,TEPETITLÁN,1
HGIMB003226,GENERAL PEDRO MARÍA ANAYA,TULA,TEPETITLÁN,1
HGIMB003231,JOSÉ MARÍA PINO SUÁREZ,TULA,TEPETITLÁN,1
HGIMB003243,SAN PEDRO NEXTLALPAN,TULA,TEPETITLÁN,1
HGIMB003255,TETEPANGO,TULA,TETEPANGO,1
HGIMB003260,ULAPA DE MELCHOR OCAMPO,TULA,TETEPANGO,1
HGIMB003296,TEZONTEPEC,TULA,TEZONTEPEC DE ALDAMA,1
HGIMB003301,SANTIAGO ACAYUTLAN,TULA,TEZONTEPEC DE ALDAMA,1
HGIMB003313,ATENGO,TULA,TEZONTEPEC DE ALDAMA,1
HGIMB003325,SANTA MARÍA BATHA,TULA,TEZONTEPEC DE ALDAMA,1
HGIMB003330,TENANGO,TULA,TEZONTEPEC DE ALDAMA,1
HGIMB004322,HUITEL,TULA,TEZONTEPEC DE ALDAMA,1
HGIMB004334,PRESAS,TULA,TEZONTEPEC DE ALDAMA,1
HGIMB004346,MANGAS,TULA,TEZONTEPEC DE ALDAMA,1
HGIMB004351,SAN GABRIEL,TULA,TEZONTEPEC DE ALDAMA,1
HGIMB004450,ACHICHILCO,TULA,TEZONTEPEC DE ALDAMA,1
HGIMB004491,LA CRUZ,TULA,TEZONTEPEC DE ALDAMA,1
HGIMB003441,TLAHUELILPAN,TULA,TLAHUELILPAN,1
HGIMB003453,MUNITEPEC DE MADERO,TULA,TLAHUELILPAN,1
HGIMB003465,COLONIA CUAUHTÉMOC,TULA,TLAHUELILPAN,1
HGIMB004486,COLONIA CERRO DE LA CRUZ,TULA,TLAHUELILPAN,1
HGIMB003675,TLAXCOAPAN,TULA,TLAXCOAPAN,1
HGIMB003680,DOXEY,TULA,TLAXCOAPAN,1
HGIMB003692,TELTIPAN DE JUÁREZ,TULA,TLAXCOAPAN,1
HGIMB003716,TULA DE ALLENDE,TULA,TULA DE ALLENDE,1
HGIMB003721,XITEJE DE ZAPATA,TULA,TULA DE ALLENDE,1
HGIMB003733,HÉROES CARRANZA,TULA,TULA DE ALLENDE,1
HGIMB003745,EL LLANO PRIMERA SECCIÓN,TULA,TULA DE ALLENDE,1
HGIMB003750,MICHIMALOYA,TULA,TULA DE ALLENDE,1
HGIMB003762,BOMINTZHA,TULA,TULA DE ALLENDE,1
HGIMB003774,XITHEJE DE REFORMA,TULA,TULA DE ALLENDE,1
HGIMB003786,SAN ANDRÉS TULTEPEC,TULA,TULA DE ALLENDE,1
HGIMB003791,SAN MIGUEL DE LAS PIEDRAS PRIMERA SECCIÓN,TULA,TULA DE ALLENDE,1
HGIMB003803,SAN MIGUEL VINDHO,TULA,TULA DE ALLENDE,1
HGIMB003815,SAN PEDRITO ALPUYECA,TULA,TULA DE ALLENDE,1
HGIMB003820,SANTA ANA AHUEHUEPAN,TULA,TULA DE ALLENDE,1
HGIMB003832,XOCHITLAN DE LAS FLORES,TULA,TULA DE ALLENDE,1
HGIMB004363,SAN FRANCISCO BOJAY,TULA,TULA DE ALLENDE,1
HGIMB004375,SAN MARCOS,TULA,TULA DE ALLENDE,1
HGIMB004380,COLONIA ITURBE,TULA,TULA DE ALLENDE,1
HGIMB004392,COLONIA EL MONTECILLO,TULA,TULA DE ALLENDE,1
HGIMB004462,PUEBLO NUEVO JASSO,TULA,TULA DE ALLENDE,1
HGIMB004824,HOSPITAL GENERAL TULA,TULA,TULA DE ALLENDE,2
HGIMB005396,UNEME ENFERMEDADES CRÓNICAS TULA,TULA,TULA DE ALLENDE,1
HGIMB000011,ACATLÁN,TULANCINGO,ACATLÁN,1
HGIMB000023,ALCHOLOYA EL SALTO,TULANCINGO,ACATLÁN,1
HGIMB000035,SAN BARTOLO,TULANCINGO,ACATLÁN,1
HGIMB000040,SAN DIONISIO,TULANCINGO,ACATLÁN,1
HGIMB000052,COL. 28 DE MAYO SANTA ROSA,TULANCINGO,ACATLÁN,1
HGIMB000064,ACAXOCHITLÁN,TULANCINGO,ACAXOCHITLÁN,1
HGIMB000076,LA MESA,TULANCINGO,ACAXOCHITLÁN,1
HGIMB000081,LOS REYES,TULANCINGO,ACAXOCHITLÁN,1
HGIMB000093,SAN MATEO,TULANCINGO,ACAXOCHITLÁN,1
HGIMB000105,SAN MIGUEL EL RESGATE,TULANCINGO,ACAXOCHITLÁN,1
HGIMB000110,SAN PEDRO TLACHICHILCO,TULANCINGO,ACAXOCHITLÁN,1
HGIMB000122,TLAMIMILOLPA,TULANCINGO,ACAXOCHITLÁN,1
HGIMB000134,ZACACUAUTLA,TULANCINGO,ACAXOCHITLÁN,1
HGIMB000146,CHIMALAPA,TULANCINGO,ACAXOCHITLÁN,1
HGIMB005372,CARAVANA 2 ACAXOCHITLÁN,TULANCINGO,ACAXOCHITLÁN,3
HGIMB005483,CARAVANA 1 ACAXOCHITLÁN,TULANCINGO,ACAXOCHITLÁN,3
HGIMB000262,AGUA BLANCA ITURBIDE,TULANCINGO,AGUA BLANCA DE ITURBIDE,1
HGIMB000274,CHICHICAXTLE,TULANCINGO,AGUA BLANCA DE ITURBIDE,1
HGIMB000286,EJIDO DE PALIZAR,TULANCINGO,AGUA BLANCA DE ITURBIDE,1
HGIMB005314,CARAVANA 2 AGUA BLANCA DE ITURBIDE,TULANCINGO,AGUA BLANCA DE ITURBIDE,3
HGIMB000776,CUAUTEPEC DE HINOJOSA,TULANCINGO,CUAUTEPEC DE HINOJOSA,1
HGIMB000781,EL CAPULIN,TULANCINGO,CUAUTEPEC DE HINOJOSA,1
HGIMB000793,HUEYAPITA,TULANCINGO,CUAUTEPEC DE HINOJOSA,1
HGIMB000805,LAS PUENTES,TULANCINGO,CUAUTEPEC DE HINOJOSA,1
HGIMB000810,SANTA MARÍA NATIVITAS,TULANCINGO,CUAUTEPEC DE HINOJOSA,1
HGIMB000822,TECOCOMULCO,TULANCINGO,CUAUTEPEC DE HINOJOSA,1
HGIMB000834,ALMOLOYA,TULANCINGO,CUAUTEPEC DE HINOJOSA,1
HGIMB000846,LA CAÑADA,TULANCINGO,CUAUTEPEC DE HINOJOSA,1
HGIMB004223,TEPANTITLA,TULANCINGO,CUAUTEPEC DE HINOJOSA,1
HGIMB001266,HUEHUETLA,TULANCINGO,HUEHUETLA,1
HGIMB001271,LA ESPERANZA NUMERO UNO,TULANCINGO,HUEHUETLA,1
HGIMB001283,EL PARAÍSO,TULANCINGO,HUEHUETLA,1
HGIMB001295,SAN AMBROSIO,TULANCINGO,HUEHUETLA,1
